values seperated by a comma,
0.160175,0.363181,0.533636,-0.751606,-0.813162
0.343707,0.632058,0.560504,0.0062396,1
0.545977,0.608773,-0.200603,1,-0.706619
0.768484,0.132576,-1,-0.721166,0.230513
1,-1,0.600278,0.179464,-0.0342372
